title,url,raw_price,description,price,year,mileage,fuel,transmission,brand
"Škoda Fabia,
1.0, Ambition, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209864295,330 000 Kč,"2022, 18 455 km, Benzín, Manuální",330000.0,2022.0,18455.0,Benzín,Manuální,Škoda
"Tesla Model 3,
Long Range 4WD 74kWh, SoH 91%",https://www.sauto.cz/osobni/detail/tesla/model-3/209863938,540 000 Kč,"2020, 146 589 km, Elektro, Automatická",540000.0,2020.0,146589.0,Elektro,Automatická,Tesla
"BMW X3,
xDrive20i, M Sport",https://www.sauto.cz/osobni/detail/bmw/x3/209854533,1 000 000 Kč,"2022, 51 653 km, Benzín, Automatická",1000000.0,2022.0,51653.0,Benzín,Automatická,BMW
"BMW X1,
sDrive18d",https://www.sauto.cz/osobni/detail/bmw/x1/209827656,830 000 Kč,"2023, 40 122 km, Nafta, Automatická",830000.0,2023.0,40122.0,Nafta,Automatická,BMW
"Hyundai Tucson,
2.0 CRDi, 4X4, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/209824677,440 000 Kč,"2019, 158 365 km, Nafta, Automatická",440000.0,2019.0,158365.0,Nafta,Automatická,Hyundai
"Mercedes-Benz GLC,
220 d 4MATIC, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209804385,1 400 000 Kč,"2024, 24 196 km, Nafta, Automatická",1400000.0,2024.0,24196.0,Nafta,Automatická,Mercedes-Benz
"Ford Kuga,
1.5 EcoBoost, ST-Line X, ČR",https://www.sauto.cz/osobni/detail/ford/kuga/209802570,640 000 Kč,"2025, 11 258 km, Benzín, Manuální",640000.0,2025.0,11258.0,Benzín,Manuální,Ford
"Škoda Fabia,
1.0 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209792583,240 000 Kč,"2020, 137 027 km, Benzín, Manuální",240000.0,2020.0,137027.0,Benzín,Manuální,Škoda
"Škoda Fabia,
1.0, Serv.kniha, Klima",https://www.sauto.cz/osobni/detail/skoda/fabia/209789841,175 000 Kč,"2016, 72 345 km, Benzín, Manuální",175000.0,2016.0,72345.0,Benzín,Manuální,Škoda
"Audi A7,
50 TDI",https://www.sauto.cz/osobni/detail/audi/a7/209780337,1 000 000 Kč,"2019, 91 285 km, Nafta, Automatická",1000000.0,2019.0,91285.0,Nafta,Automatická,Audi
"Škoda Scala,
1.0 TSI, Drive, Drive, FullLed",https://www.sauto.cz/osobni/detail/skoda/scala/209763780,450 000 Kč,"2025, 29 509 km, Benzín, Manuální",450000.0,2025.0,29509.0,Benzín,Manuální,Škoda
"BMW X5,
xDrive40i, M Paket",https://www.sauto.cz/osobni/detail/bmw/x5/209752938,1 230 000 Kč,"2021, 59 721 km, Benzín, Automatická",1230000.0,2021.0,59721.0,Benzín,Automatická,BMW
"Audi Q8,
55 TFSI, S-Line",https://www.sauto.cz/osobni/detail/audi/q8/209734137,1 500 000 Kč,"2023, 58 017 km, Benzín, Automatická",1500000.0,2023.0,58017.0,Benzín,Automatická,Audi
"Škoda Superb,
2.0 TDI, Selection, ACC, Tažné",https://www.sauto.cz/osobni/detail/skoda/superb/209721669,900 000 Kč,"2024, 19 905 km, Nafta, Automatická",900000.0,2024.0,19905.0,Nafta,Automatická,Škoda
"Mini Countryman,
JCW All4, Navigace",https://www.sauto.cz/osobni/detail/mini/countryman/209721612,1 100 000 Kč,"2025, 12 950 km, Benzín, Automatická",1100000.0,2025.0,12950.0,Benzín,Automatická,Mini
"Volkswagen Golf,
2.0 TDI Alltrack, 4X4",https://www.sauto.cz/osobni/detail/volkswagen/golf/209710743,300 000 Kč,"2015, 184 287 km, Nafta, Automatická",300000.0,2015.0,184287.0,Nafta,Automatická,Volkswagen
"Mercedes-Benz GLC,
300 d 4MATIC, DPH, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209662617,1 380 000 Kč,"2023, 18 676 km, Nafta, Automatická",1380000.0,2023.0,18676.0,Nafta,Automatická,Mercedes-Benz
"Audi Q8,
50 TDI, S- Line, panorama",https://www.sauto.cz/osobni/detail/audi/q8/209638878,1 800 000 Kč,"2023, 24 070 km, Nafta, Automatická",1800000.0,2023.0,24070.0,Nafta,Automatická,Audi
"Škoda Fabia,
1.2 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209634021,180 000 Kč,"2015, 173 962 km, Benzín, Manuální",180000.0,2015.0,173962.0,Benzín,Manuální,Škoda
"Volkswagen Golf,
2.0 TDI, Highline, Navi",https://www.sauto.cz/osobni/detail/volkswagen/golf/209590560,130 000 Kč,"2013, 379 383 km, Nafta, Manuální",130000.0,2013.0,379383.0,Nafta,Manuální,Volkswagen
"Volvo,
ES90 PURE ELECTRIC ULTRA",https://www.sauto.cz/osobni/detail/volvo/ostatni/209805537,1 889 000 Kč,"2026, 3 000 km, Elektro, Automatická",1889000.0,2026.0,3000.0,Elektro,Automatická,"Volvo,"
"Volvo XC90,
B5 AWD PLUS BRIGHT NEW 2025",https://www.sauto.cz/osobni/detail/volvo/xc90/207815359,1 765 000 Kč,"2026, 1 km, Benzín, Automatická",1765000.0,2026.0,1.0,Benzín,Automatická,Volvo
"Tesla Model 3,
Long Range 4WD 82kWh, SoH 87%",https://www.sauto.cz/osobni/detail/tesla/model-3/209489559,620 000 Kč,"2021, 138 316 km, Elektro, Automatická",620000.0,2021.0,138316.0,Elektro,Automatická,Tesla
"Volkswagen Touareg,
3.0 TDI, 4X4, Automat, Kůže",https://www.sauto.cz/osobni/detail/volkswagen/touareg/209489115,260 000 Kč,"2010, 291 789 km, Nafta, Automatická",260000.0,2010.0,291789.0,Nafta,Automatická,Volkswagen
"Dacia Duster,
1.0 TCe, NOVÁ CENA, LPG, ČR",https://www.sauto.cz/osobni/detail/dacia/duster/209444175,260 000 Kč,"2020, 73 636 km, LPG + benzín, Manuální",260000.0,2020.0,73636.0,Other,Manuální,Dacia
"Audi Q7,
55 TFSI, DPH, S-Line, tažné",https://www.sauto.cz/osobni/detail/audi/q7/209360961,1 820 000 Kč,"2024, 22 510 km, Benzín, Automatická",1820000.0,2024.0,22510.0,Benzín,Automatická,Audi
"BMW X5,
xDrive30d, M Paket, ventilace",https://www.sauto.cz/osobni/detail/bmw/x5/209360523,2 050 000 Kč,"2024, 19 216 km, Nafta, Automatická",2050000.0,2024.0,19216.0,Nafta,Automatická,BMW
"BMW X1,
sDrive18i, XLine Edition",https://www.sauto.cz/osobni/detail/bmw/x1/209336754,930 000 Kč,"2024, 2 525 km, Benzín, Automatická",930000.0,2024.0,2525.0,Benzín,Automatická,BMW
"Mercedes-Benz GLB,
GLB 200 d 4MATIC, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glb/209313291,1 130 000 Kč,"2024, 10 576 km, Nafta, Automatická",1130000.0,2024.0,10576.0,Nafta,Automatická,Mercedes-Benz
"Škoda Superb,
2.0 TDI, Selection, Navigace",https://www.sauto.cz/osobni/detail/skoda/superb/209295549,980 000 Kč,"2024, 14 509 km, Nafta, Automatická",980000.0,2024.0,14509.0,Nafta,Automatická,Škoda
"Mercedes-Benz CLA,
200, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/cla/209291304,1 020 000 Kč,"2025, 9 261 km, Benzín, Automatická",1020000.0,2025.0,9261.0,Benzín,Automatická,Mercedes-Benz
"Mini Countryman,
C, Panorama, FullLed",https://www.sauto.cz/osobni/detail/mini/countryman/209208402,870 000 Kč,"2024, 11 835 km, Benzín, Automatická",870000.0,2024.0,11835.0,Benzín,Automatická,Mini
"Škoda Fabia,
1.4 16V, Sport, NOVÁ CENA",https://www.sauto.cz/osobni/detail/skoda/fabia/209203578,65 000 Kč,"2008, 200 332 km, Benzín, Manuální",65000.0,2008.0,200332.0,Benzín,Manuální,Škoda
"Volkswagen Touareg,
3.0 TDI, NOVÁ CENA, 4X4",https://www.sauto.cz/osobni/detail/volkswagen/touareg/209194593,280 000 Kč,"2015, 294 828 km, Nafta, Automatická",280000.0,2015.0,294828.0,Nafta,Automatická,Volkswagen
"Ford Kuga,
2.0 TDCi, NOVÁ CENA, 4X4",https://www.sauto.cz/osobni/detail/ford/kuga/209144799,155 000 Kč,"2010, 195 872 km, Nafta, Manuální",155000.0,2010.0,195872.0,Nafta,Manuální,Ford
"Škoda Scala,
1.6 TDI, Style Plus, NOVÁ CENA",https://www.sauto.cz/osobni/detail/skoda/scala/209050632,360 000 Kč,"2019, 63 497 km, Nafta, Automatická",360000.0,2019.0,63497.0,Nafta,Automatická,Škoda
"Dacia Duster,
1.0 TCe, NOVÁ CENA, LPG, ČR",https://www.sauto.cz/osobni/detail/dacia/duster/209026344,300 000 Kč,"2022, 80 854 km, LPG + benzín, Manuální",300000.0,2022.0,80854.0,Other,Manuální,Dacia
"Audi Q7,
50 TDI, S-Line, tažné, vzduch",https://www.sauto.cz/osobni/detail/audi/q7/208472618,1 650 000 Kč,"2024, 15 750 km, Nafta, Automatická",1650000.0,2024.0,15750.0,Nafta,Automatická,Audi
"Hyundai Tucson,
1.6 T-GDI, NOVÁ CENA, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/208240568,580 000 Kč,"2023, 24 760 km, Benzín, Automatická",580000.0,2023.0,24760.0,Benzín,Automatická,Hyundai
"Land Rover Range Rover Sport,
3.0 TDV6 HSE AWD AUT CZ",https://www.sauto.cz/osobni/detail/land-rover/range-rover-sport/209551470,599 000 Kč,"2016, 134 194 km, Nafta, Automatická",599000.0,2016.0,134194.0,Nafta,Automatická,Land
"Audi A7,
50 TDI, S-Line, DPH, 21"" alu",https://www.sauto.cz/osobni/detail/audi/a7/207976159,1 550 000 Kč,"2023, 10 368 km, Hybridní, Automatická",1550000.0,2023.0,10368.0,Hybridní,Automatická,Audi
"Škoda Karoq,
2.0 TDI, Sportline, Navigace",https://www.sauto.cz/osobni/detail/skoda/karoq/209866008,860 000 Kč,"2024, 38 511 km, Nafta, Automatická",860000.0,2024.0,38511.0,Nafta,Automatická,Škoda
"Mini Cooper,
JCW, 155kw, R56, 2008, TOP",https://www.sauto.cz/osobni/detail/mini/cooper/209276850,169 000 Kč,"2008, 204 911 km, Benzín, Manuální",169000.0,2008.0,204911.0,Benzín,Manuální,Mini
"BMW Řada 5,
540i*xDrive*Touring*DPH*Servis",https://www.sauto.cz/osobni/detail/bmw/rada-5/209586525,688 490 Kč,"2017, 142 925 km, Benzín, Automatická",688490.0,2017.0,142925.0,Benzín,Automatická,BMW
"Volkswagen Jetta,
1.2 TSI, 77KW, 2011, pravideln",https://www.sauto.cz/osobni/detail/volkswagen/jetta/209549244,109 000 Kč,"2011, 192 201 km, Benzín, Manuální",109000.0,2011.0,192201.0,Benzín,Manuální,Volkswagen
"Volkswagen Tiguan,
2.0 TDI, 4X4, Serv.kniha",https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209866005,254 000 Kč,"2013, 115 551 km, Nafta, Manuální",254000.0,2013.0,115551.0,Nafta,Manuální,Volkswagen
"Suzuki Vitara,
1.4 BoosterJet, GLX",https://www.sauto.cz/osobni/detail/suzuki/vitara/209866002,417 000 Kč,"2023, 17 590 km, Benzín, Manuální",417000.0,2023.0,17590.0,Benzín,Manuální,Suzuki
"Volkswagen Caddy,
1.9 TDI, 5Míst, Klima, ČR",https://www.sauto.cz/osobni/detail/volkswagen/caddy/209865999,90 000 Kč,"2007, 240 502 km, Nafta, Manuální",90000.0,2007.0,240502.0,Nafta,Manuální,Volkswagen
"Mitsubishi Grandis,
2.4, LPG, 7 míst",https://www.sauto.cz/osobni/detail/mitsubishi/grandis/209865996,60 000 Kč,"2005, 257 100 km, LPG + benzín, Manuální",60000.0,2005.0,257100.0,Other,Manuální,Mitsubishi
"Peugeot 5008,
2.0 BlueHDi",https://www.sauto.cz/osobni/detail/peugeot/5008/209865993,100 000 Kč,"2012, 277 082 km, Nafta, Manuální",100000.0,2012.0,277082.0,Nafta,Manuální,Peugeot
"Kia Cee´d,
1.4 CVVT, Automatická klima",https://www.sauto.cz/osobni/detail/kia/cee-d/209865984,70 000 Kč,"2008, 142 727 km, Benzín, Manuální",70000.0,2008.0,142727.0,Benzín,Manuální,Kia
"Volkswagen Golf,
1.0 TSI, Life, Serv.kniha",https://www.sauto.cz/osobni/detail/volkswagen/golf/209865981,340 000 Kč,"2022, 130 405 km, Benzín, Manuální",340000.0,2022.0,130405.0,Benzín,Manuální,Volkswagen
"Škoda Citigo,
iV, Style, Automat, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/citigo/209865978,260 000 Kč,"2020, 130 348 km, Elektro, Automatická",260000.0,2020.0,130348.0,Elektro,Automatická,Škoda
"Škoda Rapid,
1.2 TSI, Spaceback, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/rapid/209865975,200 000 Kč,"2015, 76 592 km, Benzín, Manuální",200000.0,2015.0,76592.0,Benzín,Manuální,Škoda
"Opel Corsa,
50 kWh, SoH 92%, Automat",https://www.sauto.cz/osobni/detail/opel/corsa/209865972,330 000 Kč,"2020, 28 086 km, Elektro, Automatická",330000.0,2020.0,28086.0,Elektro,Automatická,Opel
"Kia XCee´d,
1.5 T-GDI, Exclusive",https://www.sauto.cz/osobni/detail/kia/xcee-d/209865969,420 000 Kč,"2022, 48 581 km, Benzín, Manuální",420000.0,2022.0,48581.0,Benzín,Manuální,Kia
"BMW X6,
CZ,DPH,ZÁRUKA,1.maj,INDIVIDUAL",https://www.sauto.cz/osobni/detail/bmw/x6/209669781,1 624 800 Kč,"2020, 78 100 km, Benzín, Automatická",1624800.0,2020.0,78100.0,Benzín,Automatická,BMW
"Volkswagen Up!,
1.0 MPI",https://www.sauto.cz/osobni/detail/volkswagen/up/209865963,116 000 Kč,"2014, 106 984 km, Benzín, Manuální",116000.0,2014.0,106984.0,Benzín,Manuální,Volkswagen
"Volvo XC90,
T8 AWD RECHARGE DARK ULTRA 7",https://www.sauto.cz/osobni/detail/volvo/xc90/209759538,2 155 000 Kč,"2026, 0 km, Hybridní, Automatická",2155000.0,2026.0,0.0,Hybridní,Automatická,Volvo
"Kia Sorento,
2,2 CRDi 4x4 8DCT TOP",https://www.sauto.cz/osobni/detail/kia/sorento/209598087,1 474 980 Kč,"2026, 1 km, Nafta, Automatická",1474980.0,2026.0,1.0,Nafta,Automatická,Kia
https://www.sauto.cz/osobni/detail/volkswagen/touran/209827662,"Volkswagen Touran,
1.4TSI 103kW 7m. TOP STAV -DPH",149 990 Kč,"2011, 220 367 km, Benzín, Manuální",149990.0,2011.0,220367.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/touran/209827662
https://www.sauto.cz/osobni/detail/skoda/fabia/209866038,"Škoda Fabia,
1.0 TSI 85 kW Monte Carlo",458 800 Kč,"2025, 8 200 km, Benzín, Manuální",458800.0,2025.0,8200.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209866038
https://www.sauto.cz/osobni/detail/skoda/fabia/209866035,"Škoda Fabia,
1.0 MPI 59 kW Selection",358 800 Kč,"2024, 15 200 km, Benzín, Manuální",358800.0,2024.0,15200.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209866035
https://www.sauto.cz/osobni/detail/skoda/octavia/209865906,Škoda Octavia,590 000 Kč,"2022, 67 000 km, Nafta, Automatická",590000.0,2022.0,67000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209865906
https://www.sauto.cz/osobni/detail/skoda/fabia/209332962,"Škoda Fabia,
1.4 TDI EDITION",179 000 Kč,"2015, 151 675 km, Nafta, Manuální",179000.0,2015.0,151675.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209332962
https://www.sauto.cz/osobni/detail/skoda/roomster/209388198,"Škoda Roomster,
1.2 TSI",129 000 Kč,"2012, 116 831 km, Benzín, Manuální",129000.0,2012.0,116831.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/roomster/209388198
https://www.sauto.cz/osobni/detail/skoda/octavia/209498136,"Škoda Octavia,
2.0 TDI",159 000 Kč,"2011, 199 381 km, Nafta, Manuální",159000.0,2011.0,199381.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209498136
https://www.sauto.cz/osobni/detail/skoda/octavia/209498277,"Škoda Octavia,
1.6 TDI",159 000 Kč,"2012, 170 197 km, Nafta, Manuální",159000.0,2012.0,170197.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209498277
https://www.sauto.cz/osobni/detail/skoda/fabia/209643750,"Škoda Fabia,
1.2 TSI 77kW",125 000 Kč,"2013, 175 388 km, Benzín, Manuální",125000.0,2013.0,175388.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209643750
https://www.sauto.cz/osobni/detail/skoda/fabia/209695848,"Škoda Fabia,
1.4 16V",72 000 Kč,"2006, 120 832 km, Benzín, Manuální",72000.0,2006.0,120832.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209695848
https://www.sauto.cz/osobni/detail/skoda/roomster/209814477,"Škoda Roomster,
1.2 TSI 77kW",115 000 Kč,"2010, 143 706 km, Benzín, Manuální",115000.0,2010.0,143706.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/roomster/209814477
https://www.sauto.cz/osobni/detail/skoda/yeti/209815458,"Škoda Yeti,
2.0 TDI 4x4 nové rozvody",259 000 Kč,"2017, 210 002 km, Nafta, Manuální",259000.0,2017.0,210002.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/yeti/209815458
https://www.sauto.cz/osobni/detail/skoda/octavia/209815812,"Škoda Octavia,
1.4 TSI",249 000 Kč,"2014, 123 973 km, Benzín, Manuální",249000.0,2014.0,123973.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209815812
https://www.sauto.cz/osobni/detail/skoda/octavia/209836660,"Škoda Octavia,
2.0 TDI DSG",179 000 Kč,"2013, 180 430 km, Nafta, Automatická",179000.0,2013.0,180430.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209836660
https://www.sauto.cz/osobni/detail/skoda/fabia/209857959,"Škoda Fabia,
1.0 TSI",189 000 Kč,"2018, 168 776 km, Benzín, Manuální",189000.0,2018.0,168776.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209857959
https://www.sauto.cz/osobni/detail/bmw/rada-3/209077536,"BMW Řada 3,
320D 130kW KABRIO Kůže Xen TOP",223 000 Kč,"2009, 158 661 km, Nafta, Manuální",223000.0,2009.0,158661.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/bmw/rada-3/209077536
https://www.sauto.cz/osobni/detail/bmw/x3/209866020,"BMW X3,
xDrive20d, 4X4, Automat",590 000 Kč,"2019, 156 025 km, Nafta, Automatická",590000.0,2019.0,156025.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/x3/209866020
https://www.sauto.cz/osobni/detail/skoda/enyaq-iv/209866017,"Škoda Enyaq iV,
iV 60 (62 kWh), Automat, Kůže",460 000 Kč,"2021, 194 496 km, Elektro, Automatická",460000.0,2021.0,194496.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/skoda/enyaq-iv/209866017
https://www.sauto.cz/osobni/detail/skoda/karoq/209698773,"Škoda Karoq,
AMBITION 1.5 TSI",631 000 Kč,"2023, 19 492 km, Benzín, Manuální",631000.0,2023.0,19492.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/karoq/209698773
https://www.sauto.cz/osobni/detail/dodge/ram/209847930,"Dodge Ram,
+TRX PAKET+MOJAVE+HARD TOP+",1 319 000 Kč,"2021, 68 000 km, Benzín, Automatická",1319000.0,2021.0,68000.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/dodge/ram/209847930
https://www.sauto.cz/osobni/detail/mercedes-benz/gle/209546046,"Mercedes-Benz GLE,
53*AMG*4M+*COUPÉ*EXCLUSIV*TAŽ*",2 149 000 Kč,"2023, 75 853 km, Benzín, Automatická",2149000.0,2023.0,75853.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/gle/209546046
https://www.sauto.cz/osobni/detail/skoda/karoq/209588664,"Škoda Karoq,
FRESH 1.5 TSI",707 000 Kč,"2023, 28 675 km, Benzín, Automatická",707000.0,2023.0,28675.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/karoq/209588664
https://www.sauto.cz/osobni/detail/volkswagen/arteon/209564775,"Volkswagen Arteon,
ARTEON R-LINE 2,0 TDI DSG",669 000 Kč,"2023, 54 551 km, Nafta, Automatická",669000.0,2023.0,54551.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon/209564775
https://www.sauto.cz/osobni/detail/skoda/octavia/209308962,"Škoda Octavia,
2.0 TDi 110 Kw DSG 4x4 Style+",569 000 Kč,"2023, 113 161 km, Nafta, Automatická",569000.0,2023.0,113161.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209308962
https://www.sauto.cz/osobni/detail/skoda/karoq/209866014,"Škoda Karoq,
1.5 TSI, Fresh, Automat",660 000 Kč,"2024, 38 413 km, Benzín, Automatická",660000.0,2024.0,38413.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/karoq/209866014
https://www.sauto.cz/osobni/detail/skoda/fabia/209671668,"Škoda Fabia,
1.0 TSi DSG Ambition Plus",319 000 Kč,"2022, 67 354 km, Benzín, Automatická",319000.0,2022.0,67354.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/fabia/209671668
https://www.sauto.cz/osobni/detail/skoda/karoq/209686569,"Škoda Karoq,
1.5 TSi 110 Kw DSG Sportline",569 000 Kč,"2022, 140 734 km, Benzín, Automatická",569000.0,2022.0,140734.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/karoq/209686569
https://www.sauto.cz/osobni/detail/bmw/i3/209330856,"BMW i3,
i3s 120Ah BEV, SoH 99%",550 000 Kč,"2021, 27 007 km, Elektro, Automatická",550000.0,2021.0,27007.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/bmw/i3/209330856
https://www.sauto.cz/osobni/detail/mercedes-benz/gle/208852533,"Mercedes-Benz GLE,
350de*4M*PANO*BURM*TAŽ*360",1 349 000 Kč,"2020, 104 757 km, Hybridní, Automatická",1349000.0,2020.0,104757.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/gle/208852533
https://www.sauto.cz/osobni/detail/kia/xcee-d/209292333,"Kia XCee´d,
1.6 T-GDI GPF 7DCT STEEL EDITI",599 000 Kč,"2025, 1 km, Benzín, Automatická",599000.0,2025.0,1.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/kia/xcee-d/209292333
https://www.sauto.cz/osobni/detail/volvo/xc60/208614857,"Volvo XC60,
B5 AWD NEW EDICE DARK",1 399 000 Kč,"2026, 1 km, Benzín, Automatická",1399000.0,2026.0,1.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc60/208614857
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-s/209539782,"Mercedes-Benz Třídy S,
500*CABRIO*MANUFAKTUR*360*BURM",2 199 000 Kč,"2016, 60 539 km, Benzín, Automatická",2199000.0,2016.0,60539.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-s/209539782
https://www.sauto.cz/osobni/detail/volkswagen/polo/209865960,"Volkswagen Polo,
1.2 TSI, Serv.kniha",116 000 Kč,"2011, 137 197 km, Benzín, Manuální",116000.0,2011.0,137197.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/polo/209865960
https://www.sauto.cz/osobni/detail/opel/astra/209865957,"Opel Astra,
1.7 CDTI, Serv.kniha",97 000 Kč,"2013, 207 959 km, Nafta, Manuální",97000.0,2013.0,207959.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/opel/astra/209865957
https://www.sauto.cz/osobni/detail/peugeot/208/209865951,"Peugeot 208,
1.2 PureTech, Serv.kniha",189 000 Kč,"2020, 97 460 km, Benzín, Manuální",189000.0,2020.0,97460.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/peugeot/208/209865951
https://www.sauto.cz/osobni/detail/skoda/octavia/209865948,"Škoda Octavia,
RS 2.0 TDI, Automat, Kůže",260 000 Kč,"2015, 242 585 km, Nafta, Automatická",260000.0,2015.0,242585.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209865948
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-e/209865945,"Mercedes-Benz Třídy E,
220 d, Automat, Kůže, Navi",480 000 Kč,"2018, 195 548 km, Nafta, Automatická",480000.0,2018.0,195548.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-e/209865945
https://www.sauto.cz/osobni/detail/audi/a4/209865942,"Audi A4,
1.8 TFSI, Kůže, Navi",210 000 Kč,"2013, 179 077 km, Benzín, Manuální",210000.0,2013.0,179077.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/audi/a4/209865942
https://www.sauto.cz/osobni/detail/peugeot/307/209589144,"Peugeot 307,
1.6 /80kW, 7míst, panorama",49 000 Kč,"2004, 274 216 km, Benzín, Manuální",49000.0,2004.0,274216.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/peugeot/307/209589144
https://www.sauto.cz/osobni/detail/audi/a4/209865939,"Audi A4,
2.0 TDI, Design, Automat, Navi",220 000 Kč,"2017, 315 022 km, Nafta, Automatická",220000.0,2017.0,315022.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a4/209865939
https://www.sauto.cz/osobni/detail/audi/a4/209865936,"Audi A4,
2.0 TDI, po STK",65 000 Kč,"2006, 293 747 km, Nafta, Manuální",65000.0,2006.0,293747.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/audi/a4/209865936
https://www.sauto.cz/osobni/detail/hyundai/i30/209865933,"Hyundai i30,
1.5 T-GDI MHEV, N-Line, ČR",470 000 Kč,"2024, 27 508 km, Benzín, Manuální",470000.0,2024.0,27508.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209865933
https://www.sauto.cz/osobni/detail/mercedes-benz/cla/209865930,"Mercedes-Benz CLA,
220 d, AMG Paket, Automat, ČR",600 000 Kč,"2023, 160 982 km, Nafta, Automatická",600000.0,2023.0,160982.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/cla/209865930
https://www.sauto.cz/osobni/detail/volkswagen/passat/209865924,"Volkswagen Passat,
2.0 TDI",271 000 Kč,"2016, 194 142 km, Nafta, Manuální",271000.0,2016.0,194142.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/passat/209865924
https://www.sauto.cz/osobni/detail/opel/meriva/209865822,"Opel Meriva,
1.4, LPG",35 000 Kč,"2011, 280 000 km, LPG + benzín, Manuální",35000.0,2011.0,280000.0,Other,Manuální,https://www.sauto.cz/osobni/detail/opel/meriva/209865822
https://www.sauto.cz/osobni/detail/renault/grand-scenic/209865903,"Renault Grand Scénic,
1,5 CDi,automat, tažné",120 000 Kč,"2011, 140 000 km, Nafta, Automatická",120000.0,2011.0,140000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/renault/grand-scenic/209865903
https://www.sauto.cz/osobni/detail/volkswagen/polo/209865918,Volkswagen Polo,90 000 Kč,"2010, 102 000 km, Benzín, Manuální",90000.0,2010.0,102000.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/polo/209865918
